"space_id","type","subtype","location","url","description","google_maps_id","closed_for_construction","name","firestoreId","longitude","latitude","amenities","archived","equipment","details"
"park-the-painters-playground","park","","65-71 Ellwell Crescent","http://www.nycgovparks.org/parks/Q306/","A community park with 4 playgrounds of varying heights great for all ages","","","The Painter's Playground","CtA0EKBZumu8jkFD08G5","-73.860034","40.720563","[""restrooms"",""playground"",""drinking_fountain"",""seating"",""tables"",""splash_pad""]","","[""handball""]","[""trees""]"
"park-brook-park","park","","480-494 East 141 Street","http://www.nycgovparks.org/parks/X246/","A green oasis in the heart of the Mott Haven neighborhood in the South Bronx, providing a vibrant public space with recreational facilities for the community.","","","Brook Park","CtHUAVzNjO00nGvHE7aH","-73.918739","40.809545","","","",""
"pops-murray-hill-house","pops","","132 East 35 Street","https://apops.mas.org/pops/M060008","A quaint public space nestled in a historic neighborhood of New York City, complemented by charming brownstone townhouses and picturesque tree-lined streets.","","","Murray Hill House","Cttz4UX3tSkeygQWj5ZO","-73.979696","40.746873","","","",""
"park-playground-286","park","","2525 Haring Street","http://www.nycgovparks.org/parks/B306/","A vibrant playground space situated in a lively neighborhood, providing entertainment for children and relaxation spots for adults amidst bustling surroundings.","","","Playground 286","CuCFsgB2iTjqEbE06zKA","-73.938405","40.591029","","","",""
"park-sperandeo-brothers-playground","park","","343 Cleveland Street","http://www.nycgovparks.org/parks/B163/","A lively neighborhood park nestled in Bushwick, Brooklyn, offering a range of outdoor activities for children and families.","","","Sperandeo Brothers Playground","CvX9dtYoMHDAHNHy2LRu","-73.884456","40.677099","","","",""
"park-webster-playground","park","","400 East 188 Street","http://www.nycgovparks.org/parks/X174/","A neighborhood park in the Bronx offering recreational activities, playgrounds, and community events to local residents and visitors.","","","Webster Playground","CxB7sYFosJeE56NKxr0v","-73.892892","40.859384","","","",""
"park-100-playground","park","","10002 Glenwood Road","http://www.nycgovparks.org/parks/B342/","A vibrant and interactive public space offering a whimsical playground experience with 100% recycled materials, located in the heart of a neighborhood in New York City.","","","100% Playground","CxpwBIwdHfoOLWMsWmtn","-73.899134","40.646439","","","",""
"park-ps-279-playground","park","","70 Avenue K","http://www.nycgovparks.org/parks/B305/","A lively playground situated in East New York, Brooklyn, offering a gathering place for local children and families to play and interact.","","","P.S. 279 Playground","CycxGQeofTBfJpA3eKc4","-73.893323","40.644604","","","",""
"stp-330-alabama-avenue","stp","","330 Alabama Avenue","","The schoolyard at P.S. 328 Phyllis Wheatley which is open to the public outside of school hours.","","","P.S. 328 Phyllis Wheatley","D0u879dnoJSkyi2RM9ic","-73.898338","40.668331","","","",""
"park-barnhill-square","park","","2690 Reservoir Avenue","http://www.nycgovparks.org/parks/X001B/","A cozy park in the heart of the city surrounded by tall office buildings, providing a peaceful retreat from the urban hustle and bustle.","","","Barnhill Square","D2S3gBCXXTIv91L5n9pr","-73.899678","40.868108","","","",""
"park-christopher-park","park","","","http://www.nycgovparks.org/parks/M012/","A peaceful oasis located in the heart of Greenwich Village, this historic park is home to the famous Stonewall National Monument, a symbol of LGBTQ+ rights and activism.","","","Christopher Park","D4jwyCEZbToWFPrTkclS","-74.002315","40.733587","","","",""
"misc-rockefeller-park","misc","","Battery Park City","https://bpca.ny.gov/place/rockefeller-park/","Rockefeller Park features the majority of Battery Park City’s expansive lawns, along with a large playground, various plantings and gardens, several public art installations, and a covered pavilion. Restrooms and public telephones can be found at the Park House, where BPC Parks staff are on hand to offer assistance and information.","","","Rockefeller Park","D8G6uyRyXkC5f6h3iQeh","-74.016252","40.717391","[""restrooms"",""playground"",""drinking_fountain"",""dog_park"",""seating"",""tables"",""art"",""fountain"",""food_vendor"",""bike_rack""]","","","[""accessible"",""trees"",""grass"",""planters"",""scenic_views""]"
"plaza-del-valle-square-plaza","plaza","","E. 163rd St between Bruckner Blvd & Hunts Point Ave","","A bustling public space located in the Bronx neighborhood of New York City, hosting a vibrant farmers market and community events.","","","Del Valle Square Plaza","D8hVsxsMcslK6I2G0rV6","-73.890801","40.820815","","","",""
"park-hamilton-metz-field","park","","608 Lefferts Avenue","http://www.nycgovparks.org/parks/B193/","An expansive public recreation space in Brooklyn, offering various amenities such as a playground, baseball and soccer fields, handball courts, and running tracks for community members to enjoy.","","","Hamilton Metz Field","D9ahnlKn4N2xomHaWKD8","-73.940965","40.662566","[]","","[]","[]"
"park-veterans-triangle","park","","","http://www.nycgovparks.org/parks/B027/","A triangular plaza in the heart of a neighborhood, created to honor the brave veterans of the US Armed Forces with a serene and reflective environment.","","","Veterans Triangle","D9gSofiCKdjjqb75QfVu","-73.903819","40.65693","","","",""
"park-mosaic-success-garden","park","","","http://www.nycgovparks.org/parks/X275/","A community garden nestled in Harlem with colorful mosaic art and a peaceful atmosphere for contemplation and leisure.","","","Mosaic Success Garden","D9tlokMax2RWnGWfovjf","-73.925426","40.84053","","","",""
"park-bayview-terrace-park","park","","","http://www.nycgovparks.org/parks/R137/","A serene park located in Brooklyn Heights offering picturesque views of the Brooklyn Bridge and Lower Manhattan skyline.","","","Bayview Terrace Park","DBsPdHKuy7JLv8NOF7Oo","-74.163671","40.525697","","","",""
"park-edgecombe-park","park","","","http://www.nycgovparks.org/parks/M319B/","A vibrant public park in a historic neighborhood of Washington Heights, featuring well-maintained greenery, a children's playground, and community events.","","","Edgecombe Park","DDvcFOBg3GP38utm5Tyj","-73.942075","40.826556","","","",""
"park-playground-seventy-five","park","","75-20 162 Street","http://www.nycgovparks.org/parks/Q354/","A vibrant playground located in the heart of Queens, featuring colorful jungle gyms, slides, and swings for children to enjoy.","","","Playground Seventy Five","DEEVby51GagUsKA8fTB1","-73.808201","40.726387","","","",""
"park-margrichante-garden","park","","","http://www.nycgovparks.org/parks/M297A/","A serene green space in the heart of the Upper East Side, offering tranquility and peaceful seating areas for visitors to enjoy.","","","Margrichante Garden","DEbZEta8xFPa0UAk704w","-73.943443","40.813752","","","",""
"park-clason-point-park","park","","","http://www.nycgovparks.org/parks/X088/","A waterfront public park offering stunning views of the East River and the Whitestone Bridge in the Bronx neighborhood of Clason Point.","","","Clason Point Park","DGECExKGkm0jNoHMY3Qy","-73.848478","40.806579","","","",""
"park-mcguire-fields","park","","2333 Bergen Avenue","http://www.nycgovparks.org/parks/B166D/","A lively park in Brooklyn's Red Hook neighborhood, popular for sports and community gatherings.","","","McGuire Fields","DMPhZrxargsQ9rW5TOed","-73.899397","40.613709","","","",""
"park-wards-island-park","park","","1 Wards Island","http://www.nycgovparks.org/parks/M107/","A waterfront park in East Harlem with breathtaking views of the East River and the Manhattan skyline.","","","Wards Island Park","DMiJaJNPrzkBkrhUcY41","-73.929733","40.78453","","","",""
"plaza-71st-avenue-plaza","plaza","","71st Avenue between Stephen St & Myrtle Avenue","","A lively urban plaza in Queens, situated near a transportation hub, providing a vibrant space for outdoor performances and community events for locals and visitors alike.","","","71st Avenue Plaza","DNZ4AackHEAVwkdXtcHX","-73.899444","40.700627","","","",""
"park-clawson-playground","park","","200 Adelaide Avenue","http://www.nycgovparks.org/parks/R072/","A vibrant playground in the heart of Harlem, providing a bustling hub for families and children to enjoy, nestled among historic brownstones and the vibrant culture of the neighborhood.","","","Clawson Playground","DNcVdxbchZ1aWaNT0MhV","-74.123837","40.560607","","","",""
"stp-140-palma-drive","stp","","140 Palma Drive","","The schoolyard at P.S. 057 Hubert H. Humphrey which is open to the public outside of school hours.","","","P.S. 057 Hubert H. Humphrey","DQe8zlvkG0UEisjuxUXi","-74.084162","40.611394","","","",""
"park-ralph-demarco-park","park","","","http://www.nycgovparks.org/parks/Q004A/","A waterfront green space located along Shore Boulevard in Astoria, Queens, offering scenic views of the East River and the Manhattan skyline. ","","","Ralph Demarco Park","DQhOcsETlcCQLQERYaTg","-73.916935","40.784487","","","",""
"park-bowling-green","park","","","http://www.nycgovparks.org/parks/M007/","A historic park located in the Financial District of Manhattan, featuring iconic landmarks such as the Charging Bull sculpture and the National Museum of the American Indian.","","","Bowling Green","DRdlsagtSaQXMsRa9cHh","-74.013658","40.704945","","","",""
"park-sitting-area","park","","","http://www.nycgovparks.org/parks/Q066G/","A tranquil sitting area nestled in a vibrant NYC neighborhood, perfect for relaxation and observing the city's activity without being part of it.","","","Sitting Area","DSQrRJjHWEVaEVeKLwLB","-73.923038","40.776029","","","",""
"park-mill-rock-park","park","","","http://www.nycgovparks.org/parks/M209/","A serene park nestled along the East River, showcasing breathtaking panoramic views of nearby bridges and the iconic Manhattan skyline.","","","Mill Rock Park","DVUR3dCsRdv3m3OhRx1i","-73.938446","40.78048","","","",""
"plaza-columbus-circle-plaza","plaza","","Broadway between 57th Street & 59th Street","","A bustling public plaza located at the southwest corner of Central Park in New York City, known for its lively atmosphere and central location.","","","Columbus Circle Plaza","Dcei36vaOri2hZLOa2fy","-73.981673","40.767095","","","",""
"park-walker-park","park","","88 Delafield Place","http://www.nycgovparks.org/parks/R015/","A serene neighborhood green space in Staten Island located at 88 Delafield Place, known for its immaculate tennis courts, softball fields, and a dedicated playground for children. This place is a perfect community spot for sports, picnics, and relaxation, accentuated by trees and war memorials commemorating World War I.","","","Walker Park","DeuMoTtJbXubZfYWtr3I","-74.10946","40.643322","","","",""
"park-harvey-park","park","","","http://www.nycgovparks.org/parks/Q089B/","A family-friendly oasis in Queens boasting a variety of recreational facilities, including a children's play area, basketball courts, and a space for bocce ball. The park is dominated by a tribute to fallen soldiers, a towering World War I monument.","","","Harvey Park","DfQx3PSi99jcBJc8ribo","-73.823434","40.783456","","","",""
"misc-pier-2-uplands","misc","","","https://brooklynbridgepark.org/places-to-see/pier-2-uplands/","An elevated green space offering open lawns, walking paths, and panoramic views of the East River and Manhattan skyline.","","","Pier 2 Uplands","DgLMelVTCCMKS0QZkA6J","-73.996905","40.699319","","","",""
"park-bennett-rest","park","","","http://www.nycgovparks.org/parks/M091/","A tranquil park oasis nestled within the bustling streets of Midtown Manhattan, providing benches and greenery for a peaceful retreat.","","","Bennett Rest","DjL4jDGbjegMs2Uun3DV","-73.937308","40.85742","","","",""
"park-jerome-playground-south","park","","","http://www.nycgovparks.org/parks/X148C7/","A serene community park located in the lively Jerome Park neighborhood of the Bronx, offering a playground, basketball courts, and plenty of green space for leisure and outdoor activities.","","","Jerome Playground South","DkRtchmbcddXTkhEAcT1","-73.91382","40.844836","","","",""
"pops-140-broadway","pops","","","https://apops.mas.org/pops/M010005","A public plaza located in Lower Manhattan, near the Financial District and the iconic Charging Bull statue, offering a vibrant outdoor space for relaxation, lunch, and events.","","","140 Broadway","DmJsDHKouLpVqhy59HcL","-74.010475","40.708883","","","",""
